25	75	0	0	0	0	0	0	0	0	0	0	0	0	25
25	75	0	0	0	0	5.89	0	0	0	0	0	0	0	19.11
25	75	0	0	0	0	12.27	0	0	0	0	0	0	0	12.73
25	75	0	0	0	0	18.66	0	0	0	0	0	0	0	6.34
25	75	0	0	0	0	25	0	0	0	0	0	0	0	0
20	74.86	0	0	4.82	0	17.58	0	0	2.74	0	0	0	0	0
100	74.86	0	0	4.82	0	17.58	0	0	2.74	0	0	0	0	0
200	74.86	0	0	4.82	0	17.58	0	0	2.74	0	0	0	0	0
300	74.86	0	0	4.82	0	17.58	0	0	2.74	0	0	0	0	0
400	74.86	0	0	4.82	0	17.58	0	0	2.74	0	0	0	0	0
500	74.86	0	0	4.82	0	17.58	0	0	2.74	0	0	0	0	0
600	74.86	0	0	4.82	0	17.58	0	0	2.74	0	0	0	0	0
800	74.86	0	0	4.82	0	17.58	0	0	2.74	0	0	0	0	0
850	74.86	0	0	4.82	0	17.58	0	0	2.74	0	0	0	0	0
900	74.71	0	0	4.61	0	17.88	0	0	2.8	0	0	0	0	0
950	74.66	0	0	4.41	0	18.09	0	0	2.84	0	0	0	0	0
1000	74.5	0	0	4.18	0	18.37	0	0	2.95	0	0	0	0	0
20	74.03	0	2.8	0.31	2.75	16.48	2.13	0	1.5	0	0	0	0	0
100	74.03	0	2.8	0.31	2.75	16.48	2.13	0	1.5	0	0	0	0	0
200	74.03	0	2.8	0.31	2.75	16.48	2.13	0	1.5	0	0	0	0	0
300	74.03	0	2.8	0.31	2.75	16.48	2.13	0	1.5	0	0	0	0	0
400	74.03	0	2.8	0.31	2.75	16.48	2.13	0	1.5	0	0	0	0	0
500	74.03	0	2.8	0.31	2.75	16.48	2.13	0	1.5	0	0	0	0	0
600	74.03	0	2.8	0.31	2.75	16.48	2.13	0	1.5	0	0	0	0	0
700	74.03	0	2.8	0.31	2.75	16.48	2.13	0	1.5	0	0	0	0	0
800	74.03	0	2.8	0.31	2.75	16.48	2.13	0	1.5	0	0	0	0	0
850	74.03	0	2.8	0.31	2.75	16.48	2.13	0	1.5	0	0	0	0	0
900	73.46	0	2.89	0.29	2.67	16.93	2.19	0	1.56	0	0	0	0	0
950	73.53	0	3.25	0.29	2.67	16.57	2.14	0	1.55	0	0	0	0	0
1000	73.29	0	3.39	0.28	2.62	16.69	2.14	0	1.6	0	0	0	0	0
20	71.38	2.77	2.55	0.19	2.74	16.41	2.55	0	1.41	0	0	0	0	0
100	71.38	2.77	2.55	0.19	2.74	16.41	2.55	0	1.41	0	0	0	0	0
200	71.38	2.77	2.55	0.19	2.74	16.41	2.55	0	1.41	0	0	0	0	0
300	71.38	2.77	2.55	0.19	2.74	16.41	2.55	0	1.41	0	0	0	0	0
400	71.38	2.77	2.55	0.19	2.74	16.41	2.55	0	1.41	0	0	0	0	0
500	71.38	2.77	2.55	0.19	2.74	16.41	2.55	0	1.41	0	0	0	0	0
600	71.38	2.77	2.55	0.19	2.74	16.41	2.55	0	1.41	0	0	0	0	0
700	71.38	2.77	2.55	0.19	2.74	16.41	2.55	0	1.41	0	0	0	0	0
800	71.38	2.77	2.55	0.19	2.74	16.41	2.55	0	1.41	0	0	0	0	0
850	71.38	2.77	2.55	0.19	2.74	16.41	2.55	0	1.41	0	0	0	0	0
900	71.06	2.95	2.81	0.18	2.71	16.33	2.54	0	1.42	0	0	0	0	0
950	69.63	3.07	3.96	0.17	2.66	16.47	2.57	0	1.47	0	0	0	0	0
1000	70.39	3.19	3.12	0.17	2.61	16.44	2.56	0	1.52	0	0	0	0	0
20	75	0	0	0	0	25	0	0	0	0	0	0	0	0
20	75	0	0	0	0	25	0	0	0	0	0	0	0	0
20	75	0	0	0	0	25	0	0	0	0	0	0	0	0
20	67	0	8	0	0	25	0	0	0	0	0	0	0	0
