Temp	Nickel	Cobalt	Chromium	Molybdenum	Tungsten	Aluminium	Titanium	Niobium	Tantalum	Hafnium	Rhenium	Vanadium	Ferrite	Galium
25	0.75	0.0	0.0	0.0	0.0	0.22962	0.0	0.0	0.0	0.020380000000000002	0.0	0.0	0.0	0.0
25	0.75	0.0	0.0	0.0	0.0	0.20962	0.0	0.0	0.0	0.04038	0.0	0.0	0.0	0.0
25	0.75	0.0	0.0	0.0	0.0	0.22038	0.0	0.0	0.0	0.029619999999999997	0.0	0.0	0.0	0.0
25	0.75	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25	0.75	0.0	0.0	0.0	0.0	0.22954	0.0	0.02046	0.0	0.0	0.0	0.0	0.0	0.0
25	0.75	0.0	0.0	0.0	0.0	0.20019	0.0	0.04981	0.0	0.0	0.0	0.0	0.0	0.0
25	0.75	0.0	0.0	0.0	0.0	0.1697	0.0	0.0803	0.0	0.0	0.0	0.0	0.0	0.0
25	0.75	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25	0.75	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0
25	0.75	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0
25	0.75	0.0	0.0	0.0	0.0	0.16981	0.0	0.0	0.08019	0.0	0.0	0.0	0.0	0.0
25	0.75	0.0	0.01944	0.0	0.0	0.23056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25	0.75	0.0	0.03944	0.0	0.0	0.21055999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25	0.75	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25	0.75	0.0	0.0	0.01982	0.0	0.23018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25	0.75	0.0	0.0	0.02907	0.0	0.22093000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25	0.75	0.0	0.0	0.03965	0.0	0.21035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25	0.75	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25	0.75	0.0	0.0	0.0	0.01096	0.23904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25	0.75	0.0	0.0	0.0	0.02192	0.22808000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25	0.75	0.0	0.0	0.0	0.03288	0.21712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25	0.75	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25	0.67912	0.07088	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25	0.59835	0.15164999999999998	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25
25	0.75	0.0	0.0	0.0	0.0	0.0	0.0195	0.0	0.0	0.0	0.0	0.0	0.0	0.2305
25	0.75	0.0	0.0	0.0	0.0	0.0	0.039900000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.2101
25	0.75	0.0	0.0	0.0	0.0	0.0	0.07980000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.1702
25	0.75	0.0	0.0	0.0	0.0	0.0	0.1191	0.0	0.0	0.0	0.0	0.0	0.0	0.1309
25	0.75	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25	0.75	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0
25	0.75	0.0	0.0	0.0	0.0	0.19920000000000002	0.0	0.0	0.0	0.0	0.0	0.0508	0.0	0.0
25	0.75	0.0	0.0	0.0	0.0	0.16940000000000002	0.0	0.0	0.0	0.0	0.0	0.0806	0.0	0.0
25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25
25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0385	0.0	0.2115
25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057699999999999994	0.0	0.1923
25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0788	0.0	0.17120000000000002
25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.15
25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25
25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.019799999999999998	0.0	0.0	0.0	0.0	0.0	0.2302
25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0404	0.0	0.0	0.0	0.0	0.0	0.2096
25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.060599999999999994	0.0	0.0	0.0	0.0	0.0	0.1894
25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25
25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029500000000000002	0.0	0.0	0.0	0.0	0.2205
25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0779	0.0	0.0	0.0	0.0	0.1721
25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1014	0.0	0.0	0.0	0.0	0.14859999999999998
25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25
25	0.75	0.0	0.0	0.0202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2298
25	0.75	0.0	0.0	0.0406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2094
25	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25
25	0.75	0.0	0.0	0.0	0.0	0.058899999999999994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1911
25	0.75	0.0	0.0	0.0	0.0	0.12269999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1273
25	0.75	0.0	0.0	0.0	0.0	0.1866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0634
25	0.75	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20	0.7486	0.0	0.0	0.0482	0.0	0.17579999999999998	0.0	0.0	0.0274	0.0	0.0	0.0	0.0	0.0
100	0.7486	0.0	0.0	0.0482	0.0	0.17579999999999998	0.0	0.0	0.0274	0.0	0.0	0.0	0.0	0.0
200	0.7486	0.0	0.0	0.0482	0.0	0.17579999999999998	0.0	0.0	0.0274	0.0	0.0	0.0	0.0	0.0
300	0.7486	0.0	0.0	0.0482	0.0	0.17579999999999998	0.0	0.0	0.0274	0.0	0.0	0.0	0.0	0.0
400	0.7486	0.0	0.0	0.0482	0.0	0.17579999999999998	0.0	0.0	0.0274	0.0	0.0	0.0	0.0	0.0
500	0.7486	0.0	0.0	0.0482	0.0	0.17579999999999998	0.0	0.0	0.0274	0.0	0.0	0.0	0.0	0.0
600	0.7486	0.0	0.0	0.0482	0.0	0.17579999999999998	0.0	0.0	0.0274	0.0	0.0	0.0	0.0	0.0
800	0.7486	0.0	0.0	0.0482	0.0	0.17579999999999998	0.0	0.0	0.0274	0.0	0.0	0.0	0.0	0.0
850	0.7486	0.0	0.0	0.0482	0.0	0.17579999999999998	0.0	0.0	0.0274	0.0	0.0	0.0	0.0	0.0
900	0.7471	0.0	0.0	0.0461	0.0	0.1788	0.0	0.0	0.027999999999999997	0.0	0.0	0.0	0.0	0.0
950	0.7465999999999999	0.0	0.0	0.0441	0.0	0.1809	0.0	0.0	0.028399999999999998	0.0	0.0	0.0	0.0	0.0
1000	0.745	0.0	0.0	0.0418	0.0	0.1837	0.0	0.0	0.029500000000000002	0.0	0.0	0.0	0.0	0.0
20	0.7403	0.0	0.027999999999999997	0.0031	0.0275	0.1648	0.0213	0.0	0.015	0.0	0.0	0.0	0.0	0.0
100	0.7403	0.0	0.027999999999999997	0.0031	0.0275	0.1648	0.0213	0.0	0.015	0.0	0.0	0.0	0.0	0.0
200	0.7403	0.0	0.027999999999999997	0.0031	0.0275	0.1648	0.0213	0.0	0.015	0.0	0.0	0.0	0.0	0.0
300	0.7403	0.0	0.027999999999999997	0.0031	0.0275	0.1648	0.0213	0.0	0.015	0.0	0.0	0.0	0.0	0.0
400	0.7403	0.0	0.027999999999999997	0.0031	0.0275	0.1648	0.0213	0.0	0.015	0.0	0.0	0.0	0.0	0.0
500	0.7403	0.0	0.027999999999999997	0.0031	0.0275	0.1648	0.0213	0.0	0.015	0.0	0.0	0.0	0.0	0.0
600	0.7403	0.0	0.027999999999999997	0.0031	0.0275	0.1648	0.0213	0.0	0.015	0.0	0.0	0.0	0.0	0.0
700	0.7403	0.0	0.027999999999999997	0.0031	0.0275	0.1648	0.0213	0.0	0.015	0.0	0.0	0.0	0.0	0.0
800	0.7403	0.0	0.027999999999999997	0.0031	0.0275	0.1648	0.0213	0.0	0.015	0.0	0.0	0.0	0.0	0.0
850	0.7403	0.0	0.027999999999999997	0.0031	0.0275	0.1648	0.0213	0.0	0.015	0.0	0.0	0.0	0.0	0.0
900	0.7345999999999999	0.0	0.028900000000000002	0.0029	0.026699999999999998	0.1693	0.0219	0.0	0.015600000000000001	0.0	0.0	0.0	0.0	0.0
950	0.7353000000000001	0.0	0.0325	0.0029	0.026699999999999998	0.16570000000000001	0.021400000000000002	0.0	0.0155	0.0	0.0	0.0	0.0	0.0
1000	0.7329000000000001	0.0	0.0339	0.0028000000000000004	0.0262	0.16690000000000002	0.021400000000000002	0.0	0.016	0.0	0.0	0.0	0.0	0.0
20	0.7138	0.0277	0.0255	0.0019	0.0274	0.1641	0.0255	0.0	0.0141	0.0	0.0	0.0	0.0	0.0
100	0.7138	0.0277	0.0255	0.0019	0.0274	0.1641	0.0255	0.0	0.0141	0.0	0.0	0.0	0.0	0.0
200	0.7138	0.0277	0.0255	0.0019	0.0274	0.1641	0.0255	0.0	0.0141	0.0	0.0	0.0	0.0	0.0
300	0.7138	0.0277	0.0255	0.0019	0.0274	0.1641	0.0255	0.0	0.0141	0.0	0.0	0.0	0.0	0.0
400	0.7138	0.0277	0.0255	0.0019	0.0274	0.1641	0.0255	0.0	0.0141	0.0	0.0	0.0	0.0	0.0
500	0.7138	0.0277	0.0255	0.0019	0.0274	0.1641	0.0255	0.0	0.0141	0.0	0.0	0.0	0.0	0.0
600	0.7138	0.0277	0.0255	0.0019	0.0274	0.1641	0.0255	0.0	0.0141	0.0	0.0	0.0	0.0	0.0
700	0.7138	0.0277	0.0255	0.0019	0.0274	0.1641	0.0255	0.0	0.0141	0.0	0.0	0.0	0.0	0.0
800	0.7138	0.0277	0.0255	0.0019	0.0274	0.1641	0.0255	0.0	0.0141	0.0	0.0	0.0	0.0	0.0
850	0.7138	0.0277	0.0255	0.0019	0.0274	0.1641	0.0255	0.0	0.0141	0.0	0.0	0.0	0.0	0.0
900	0.7106	0.029500000000000002	0.0281	0.0018	0.0271	0.16329999999999997	0.0254	0.0	0.014199999999999999	0.0	0.0	0.0	0.0	0.0
950	0.6962999999999999	0.030699999999999998	0.039599999999999996	0.0017000000000000001	0.026600000000000002	0.16469999999999999	0.025699999999999997	0.0	0.0147	0.0	0.0	0.0	0.0	0.0
1000	0.7039	0.0319	0.031200000000000002	0.0017000000000000001	0.026099999999999998	0.16440000000000002	0.0256	0.0	0.0152	0.0	0.0	0.0	0.0	0.0
20	0.75	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20	0.75	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20	0.75	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20	0.67	0.0	0.08	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20	0.75	0.0	0.025	0.0	0.0	0.225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20	0.75	0.0	0.1	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20	0.75	0.0	0.0	0.04	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20	0.735	0.0	0.0	0.015	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20	0.75	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0
20	0.7495	0.0	0.0	0.0	0.0	0.163	0.0	0.0	0.0875	0.0	0.0	0.0	0.0	0.0
20	0.747	0.0	0.0	0.0	0.0	0.198	0.0	0.0	0.055	0.0	0.0	0.0	0.0	0.0
20	0.75	0.0	0.0	0.0	0.0	0.175	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.0
20	0.78	0.0	0.0	0.0	0.0	0.131	0.0	0.0	0.08900000000000001	0.0	0.0	0.0	0.0	0.0
20	0.75	0.0	0.0	0.0	0.0	0.2	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20	0.75	0.0	0.0	0.0	0.0	0.15	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20	0.75	0.0	0.0	0.0	0.0	0.1	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20	0.75	0.0	0.0	0.0	0.0	0.125	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20	0.75	0.0	0.0	0.0	0.0	0.13	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20	0.75	0.0	0.0	0.0	0.03	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
